frame.time,wlan.sa,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,
May-05, 2019 18:57:27.288897000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.288939000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.289024000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.329691000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.329765000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.334460000 Jerusalem Daylight Time,fd:c4:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.334559000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.347463000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.347601000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.349099000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.349170000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.349697000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.349742000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.350557000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.350602000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.350648000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.350719000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.351200000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.351247000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.354330000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.354396000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.354438000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.354543000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.354586000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.354651000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.355037000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.355104000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.355500000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.355550000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.355789000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,192.168.1.1,,,2058,53
May-05, 2019 18:57:27.355836000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.356020000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.356064000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.356276000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.356322000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357313000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357379000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357422000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357493000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.357543000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357626000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357669000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.357737000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.357971000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.358015000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.358060000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.361420000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.361487000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.361532000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.361586000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.361631000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.361744000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.361790000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.361836000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.362039000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.362109000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.369394000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.369484000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.373271000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.209.141,140.6.163.176,,,28808,35388
May-05, 2019 18:57:27.373338000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.391117000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.391209000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.395579000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.407772000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.407864000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.411377000 Jerusalem Daylight Time,d7:fe:b9:4f:70:0b,00:1c:10:f7:cd:bc,,,,,,
May-05, 2019 18:57:27.411445000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.427566000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.427657000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.432155000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,192.168.1.1,,,2058,53
May-05, 2019 18:57:27.432246000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.432533000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.432611000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.437767000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.437862000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.446866000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.449273000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.451841000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.456324000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.459012000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.459081000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.460716000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.460784000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462167000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462238000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462286000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.462363000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462467000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462514000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462561000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.462607000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.463758000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.463826000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.468070000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.468690000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.471737000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.471830000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.474571000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.474662000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.487396000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.487464000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.499982000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,151.101.17.208,192.168.1.112,443,42156,,
May-05, 2019 18:57:27.500073000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.512422000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.512710000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.525082000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.529106000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.541911000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,192.168.1.1,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.541980000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.554602000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.554671000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.555391000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.555669000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.556187000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.557935000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.559420000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.566962000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.567234000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.570020000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.570165000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.570213000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.570292000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.570337000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.571989000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.572055000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.572100000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.572150000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.572714000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.573129000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.573726000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.573792000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.573837000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.573930000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.573975000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.574045000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.574117000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.574216000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.574840000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.574921000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.574967000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.575013000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.575590000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.575656000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.575701000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.575755000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.575801000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.575891000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.575937000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.575981000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.576198000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.576268000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.581071000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,00:1c:10:f7:cd:bc,192.168.1.151,213.57.2.5,,,2058,53
May-05, 2019 18:57:27.581153000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.587660000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.587740000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.589786000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.589854000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.589901000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.589979000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.590028000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.590075000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.590180000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.590228000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.590276000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.590323000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.590868000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.590935000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.590979000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.591130000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.591211000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.591257000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.591338000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.591383000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.591799000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.591881000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.591927000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.594459000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.597282000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.600240000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.600325000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.613021000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.613106000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.613208000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.613283000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.624939000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.625006000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625089000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625137000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625213000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.625286000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.625381000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625428000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625504000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.625590000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.625665000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625711000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.625782000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.625827000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.625901000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.638805000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.638896000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.646454000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.646522000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.646605000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.647164000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.647237000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.648394000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.649187000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.650496000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.650587000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.653988000 Jerusalem Daylight Time,fa:f9:8e:16:81:7e,08:00:45:00:01:46,d8:44:9f:d8:a5:a2,aa:aa:03:00:00:00,,,,
May-05, 2019 18:57:27.654039000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.654127000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.654532000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:27.654604000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.657251000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.660954000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,172.217.21.234,192.168.1.112,443,33040,,
May-05, 2019 18:57:27.661022000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.661566000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.664663000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.664753000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.666228000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.666301000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.666348000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.666425000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.666474000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.666575000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.666652000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.666949000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.667039000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.667087000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,151.101.17.208,42156,443,,
May-05, 2019 18:57:27.667190000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,172.217.21.234,33040,443,,
May-05, 2019 18:57:27.667241000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.667323000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.667372000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.668072000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.668145000 Jerusalem Daylight Time,,,,,,,,
